input position,input joint,output joint
"(0.0, 0.0)","(1.52, -3.14)","(1.49, -3.14)"
"(0.0, 0.0)","(1.4, -3.05)","(1.49, -3.14)"
"(0.0, 0.0)","(1.57, -3.09)","(1.49, -3.14)"
"(0.0, 0.0)","(1.52, -3.14)","(1.49, -3.14)"
"(0.0, 0.0)","(1.47, -3.13)","(1.49, -3.14)"
"(0.0, 0.0)","(1.55, -3.12)","(1.49, -3.14)"
"(0.0, 0.0)","(1.57, -3.14)","(1.49, -3.14)"
"(0.0, 0.0)","(1.5, -3.24)","(1.49, -3.14)"
"(0.0, 0.0)","(1.51, -3.18)","(1.49, -3.14)"
"(0.0, 0.0)","(1.56, -3.08)","(1.49, -3.14)"
"(0.33, 0.03)","(1.51, -2.91)","(1.49, -2.81)"
"(0.33, 0.03)","(1.41, -2.76)","(1.49, -2.81)"
"(0.33, 0.03)","(1.46, -2.83)","(1.49, -2.81)"
"(0.33, 0.03)","(1.56, -2.84)","(1.49, -2.81)"
"(0.33, 0.03)","(1.45, -2.75)","(1.49, -2.81)"
"(0.33, 0.03)","(1.54, -2.83)","(1.49, -2.81)"
"(0.33, 0.03)","(1.41, -2.84)","(1.49, -2.81)"
"(0.33, 0.03)","(1.45, -2.86)","(1.49, -2.81)"
"(0.33, 0.03)","(1.58, -2.74)","(1.49, -2.81)"
"(0.33, 0.03)","(1.57, -2.9)","(1.49, -2.81)"
"(0.33, 0.03)","(1.49, -2.87)","(1.49, -2.81)"
"(0.33, 0.03)","(1.41, -2.79)","(1.49, -2.81)"
"(0.33, 0.03)","(1.42, -2.85)","(1.49, -2.81)"
"(0.33, 0.03)","(1.45, -2.8)","(1.49, -2.81)"
"(0.33, 0.03)","(1.55, -2.74)","(1.49, -2.81)"
"(0.33, 0.03)","(1.44, -2.79)","(1.49, -2.81)"
"(0.33, 0.03)","(1.47, -2.72)","(1.49, -2.81)"
"(0.33, 0.03)","(1.4, -2.82)","(1.49, -2.81)"
"(0.33, 0.03)","(1.58, -2.88)","(1.49, -2.81)"
"(0.33, 0.03)","(1.4, -2.86)","(1.49, -2.81)"
"(0.63, 0.16)","(1.4, -2.57)","(1.49, -2.48)"
"(0.63, 0.16)","(1.51, -2.51)","(1.49, -2.48)"
"(0.63, 0.16)","(1.53, -2.49)","(1.49, -2.48)"
"(0.63, 0.16)","(1.5, -2.56)","(1.49, -2.48)"
"(0.63, 0.16)","(1.47, -2.51)","(1.49, -2.48)"
"(0.63, 0.16)","(1.45, -2.41)","(1.49, -2.48)"
"(0.63, 0.16)","(1.51, -2.51)","(1.49, -2.48)"
"(0.63, 0.16)","(1.53, -2.55)","(1.49, -2.48)"
"(0.63, 0.16)","(1.46, -2.52)","(1.49, -2.48)"
"(0.63, 0.16)","(1.4, -2.43)","(1.49, -2.48)"
"(0.63, 0.16)","(1.41, -2.56)","(1.49, -2.48)"
"(0.63, 0.16)","(1.55, -2.43)","(1.49, -2.48)"
"(0.63, 0.16)","(1.49, -2.53)","(1.49, -2.48)"
"(0.63, 0.16)","(1.51, -2.58)","(1.49, -2.48)"
"(0.63, 0.16)","(1.45, -2.39)","(1.49, -2.48)"
"(0.63, 0.16)","(1.45, -2.5)","(1.49, -2.48)"
"(0.63, 0.16)","(1.45, -2.49)","(1.49, -2.48)"
"(0.63, 0.16)","(1.53, -2.5)","(1.49, -2.48)"
"(0.63, 0.16)","(1.56, -2.49)","(1.49, -2.48)"
"(0.63, 0.16)","(1.55, -2.51)","(1.49, -2.48)"
"(0.87, 0.38)","(1.55, -2.21)","(1.49, -2.15)"
"(0.87, 0.38)","(1.43, -2.12)","(1.49, -2.15)"
"(0.87, 0.38)","(1.51, -2.21)","(1.49, -2.15)"
"(0.87, 0.38)","(1.4, -2.1)","(1.49, -2.15)"
"(0.87, 0.38)","(1.57, -2.23)","(1.49, -2.15)"
"(0.87, 0.38)","(1.47, -2.08)","(1.49, -2.15)"
"(0.87, 0.38)","(1.47, -2.16)","(1.49, -2.15)"
"(0.87, 0.38)","(1.57, -2.13)","(1.49, -2.15)"
"(0.87, 0.38)","(1.4, -2.09)","(1.49, -2.15)"
"(0.87, 0.38)","(1.43, -2.17)","(1.49, -2.15)"
"(0.87, 0.38)","(1.53, -2.16)","(1.49, -2.15)"
"(0.87, 0.38)","(1.39, -2.05)","(1.49, -2.15)"
"(0.87, 0.38)","(1.46, -2.08)","(1.49, -2.15)"
"(0.87, 0.38)","(1.58, -2.14)","(1.49, -2.15)"
"(0.87, 0.38)","(1.58, -2.1)","(1.49, -2.15)"
"(0.87, 0.38)","(1.58, -2.11)","(1.49, -2.15)"
"(0.87, 0.38)","(1.56, -2.18)","(1.49, -2.15)"
"(0.87, 0.38)","(1.53, -2.19)","(1.49, -2.15)"
"(0.87, 0.38)","(1.55, -2.24)","(1.49, -2.15)"
"(0.87, 0.38)","(1.45, -2.11)","(1.49, -2.15)"
"(1.03, 0.67)","(1.4, -1.86)","(1.49, -1.82)"
"(1.03, 0.67)","(1.44, -1.81)","(1.49, -1.82)"
"(1.03, 0.67)","(1.41, -1.84)","(1.49, -1.82)"
"(1.03, 0.67)","(1.46, -1.9)","(1.49, -1.82)"
"(1.03, 0.67)","(1.42, -1.91)","(1.49, -1.82)"
"(1.03, 0.67)","(1.4, -1.86)","(1.49, -1.82)"
"(1.03, 0.67)","(1.45, -1.88)","(1.49, -1.82)"
"(1.03, 0.67)","(1.51, -1.86)","(1.49, -1.82)"
"(1.03, 0.67)","(1.4, -1.91)","(1.49, -1.82)"
"(1.03, 0.67)","(1.54, -1.85)","(1.49, -1.82)"
"(1.03, 0.67)","(1.57, -1.86)","(1.49, -1.82)"
"(1.03, 0.67)","(1.44, -1.92)","(1.49, -1.82)"
"(1.03, 0.67)","(1.44, -1.9)","(1.49, -1.82)"
"(1.03, 0.67)","(1.45, -1.9)","(1.49, -1.82)"
"(1.03, 0.67)","(1.47, -1.8)","(1.49, -1.82)"
"(1.03, 0.67)","(1.41, -1.75)","(1.49, -1.82)"
"(1.03, 0.67)","(1.51, -1.77)","(1.49, -1.82)"
"(1.03, 0.67)","(1.58, -1.77)","(1.49, -1.82)"
"(1.03, 0.67)","(1.54, -1.79)","(1.49, -1.82)"
"(1.03, 0.67)","(1.54, -1.91)","(1.49, -1.82)"
"(1.08, 1.0)","(1.55, -1.41)","(1.49, -1.49)"
"(1.08, 1.0)","(1.58, -1.56)","(1.49, -1.49)"
"(1.08, 1.0)","(1.59, -1.42)","(1.49, -1.49)"
"(1.08, 1.0)","(1.48, -1.51)","(1.49, -1.49)"
"(1.08, 1.0)","(1.44, -1.42)","(1.49, -1.49)"
"(1.08, 1.0)","(1.57, -1.39)","(1.49, -1.49)"
"(1.08, 1.0)","(1.4, -1.41)","(1.49, -1.49)"
"(1.08, 1.0)","(1.41, -1.41)","(1.49, -1.49)"
"(1.08, 1.0)","(1.48, -1.41)","(1.49, -1.49)"
"(1.08, 1.0)","(1.39, -1.54)","(1.49, -1.49)"
"(1.08, 1.0)","(1.42, -1.55)","(1.49, -1.49)"
"(1.08, 1.0)","(1.53, -1.41)","(1.49, -1.49)"
"(1.08, 1.0)","(1.52, -1.43)","(1.49, -1.49)"
"(1.08, 1.0)","(1.57, -1.5)","(1.49, -1.49)"
"(1.08, 1.0)","(1.47, -1.58)","(1.49, -1.49)"
"(1.08, 1.0)","(1.4, -1.52)","(1.49, -1.49)"
"(1.08, 1.0)","(1.39, -1.58)","(1.49, -1.49)"
"(1.08, 1.0)","(1.4, -1.44)","(1.49, -1.49)"
"(1.08, 1.0)","(1.58, -1.53)","(1.49, -1.49)"
"(1.08, 1.0)","(1.46, -1.51)","(1.49, -1.49)"
"(1.03, 1.32)","(1.52, -1.2)","(1.49, -1.16)"
"(1.03, 1.32)","(1.54, -1.17)","(1.49, -1.16)"
"(1.03, 1.32)","(1.49, -1.23)","(1.49, -1.16)"
"(1.03, 1.32)","(1.45, -1.14)","(1.49, -1.16)"
"(1.03, 1.32)","(1.51, -1.09)","(1.49, -1.16)"
"(1.03, 1.32)","(1.51, -1.2)","(1.49, -1.16)"
"(1.03, 1.32)","(1.55, -1.19)","(1.49, -1.16)"
"(1.03, 1.32)","(1.42, -1.25)","(1.49, -1.16)"
"(1.03, 1.32)","(1.46, -1.19)","(1.49, -1.16)"
"(1.03, 1.32)","(1.55, -1.09)","(1.49, -1.16)"
"(1.03, 1.32)","(1.5, -1.07)","(1.49, -1.16)"
"(1.03, 1.32)","(1.39, -1.17)","(1.49, -1.16)"
"(1.03, 1.32)","(1.56, -1.14)","(1.49, -1.16)"
"(1.03, 1.32)","(1.43, -1.1)","(1.49, -1.16)"
"(1.03, 1.32)","(1.5, -1.06)","(1.49, -1.16)"
"(1.03, 1.32)","(1.42, -1.17)","(1.49, -1.16)"
"(1.03, 1.32)","(1.53, -1.14)","(1.49, -1.16)"
"(1.03, 1.32)","(1.57, -1.15)","(1.49, -1.16)"
"(1.03, 1.32)","(1.48, -1.22)","(1.49, -1.16)"
"(1.03, 1.32)","(1.43, -1.1)","(1.49, -1.16)"
"(0.87, 1.61)","(1.58, -0.74)","(1.49, -0.83)"
"(0.87, 1.61)","(1.47, -0.92)","(1.49, -0.83)"
"(0.87, 1.61)","(1.4, -0.85)","(1.49, -0.83)"
"(0.87, 1.61)","(1.58, -0.89)","(1.49, -0.83)"
"(0.87, 1.61)","(1.53, -0.87)","(1.49, -0.83)"
"(0.87, 1.61)","(1.55, -0.92)","(1.49, -0.83)"
"(0.87, 1.61)","(1.4, -0.86)","(1.49, -0.83)"
"(0.87, 1.61)","(1.39, -0.91)","(1.49, -0.83)"
"(0.87, 1.61)","(1.45, -0.73)","(1.49, -0.83)"
"(0.87, 1.61)","(1.55, -0.77)","(1.49, -0.83)"
"(0.87, 1.61)","(1.47, -0.83)","(1.49, -0.83)"
"(0.87, 1.61)","(1.55, -0.79)","(1.49, -0.83)"
"(0.87, 1.61)","(1.55, -0.9)","(1.49, -0.83)"
"(0.87, 1.61)","(1.39, -0.73)","(1.49, -0.83)"
"(0.87, 1.61)","(1.46, -0.73)","(1.49, -0.83)"
"(0.87, 1.61)","(1.39, -0.78)","(1.49, -0.83)"
"(0.87, 1.61)","(1.39, -0.82)","(1.49, -0.83)"
"(0.87, 1.61)","(1.39, -0.77)","(1.49, -0.83)"
"(0.87, 1.61)","(1.49, -0.93)","(1.49, -0.83)"
"(0.87, 1.61)","(1.43, -0.74)","(1.49, -0.83)"
"(0.63, 1.83)","(1.46, -0.57)","(1.49, -0.5)"
"(0.63, 1.83)","(1.55, -0.58)","(1.49, -0.5)"
"(0.63, 1.83)","(1.45, -0.41)","(1.49, -0.5)"
"(0.63, 1.83)","(1.41, -0.41)","(1.49, -0.5)"
"(0.63, 1.83)","(1.46, -0.44)","(1.49, -0.5)"
"(0.63, 1.83)","(1.48, -0.43)","(1.49, -0.5)"
"(0.63, 1.83)","(1.52, -0.59)","(1.49, -0.5)"
"(0.63, 1.83)","(1.43, -0.42)","(1.49, -0.5)"
"(0.63, 1.83)","(1.43, -0.59)","(1.49, -0.5)"
"(0.63, 1.83)","(1.47, -0.43)","(1.49, -0.5)"
"(0.63, 1.83)","(1.43, -0.59)","(1.49, -0.5)"
"(0.63, 1.83)","(1.55, -0.5)","(1.49, -0.5)"
"(0.63, 1.83)","(1.45, -0.55)","(1.49, -0.5)"
"(0.63, 1.83)","(1.43, -0.5)","(1.49, -0.5)"
"(0.63, 1.83)","(1.54, -0.57)","(1.49, -0.5)"
"(0.63, 1.83)","(1.55, -0.57)","(1.49, -0.5)"
"(0.63, 1.83)","(1.52, -0.41)","(1.49, -0.5)"
"(0.63, 1.83)","(1.51, -0.56)","(1.49, -0.5)"
"(0.63, 1.83)","(1.57, -0.4)","(1.49, -0.5)"
"(0.63, 1.83)","(1.52, -0.47)","(1.49, -0.5)"
"(0.33, 1.97)","(1.57, -0.11)","(1.49, -0.17)"
"(0.33, 1.97)","(1.44, -0.16)","(1.49, -0.17)"
"(0.33, 1.97)","(1.54, -0.24)","(1.49, -0.17)"
"(0.33, 1.97)","(1.5, -0.13)","(1.49, -0.17)"
"(0.33, 1.97)","(1.41, -0.09)","(1.49, -0.17)"
"(0.33, 1.97)","(1.5, -0.16)","(1.49, -0.17)"
"(0.33, 1.97)","(1.42, -0.15)","(1.49, -0.17)"
"(0.33, 1.97)","(1.49, -0.19)","(1.49, -0.17)"
"(0.33, 1.97)","(1.57, -0.14)","(1.49, -0.17)"
"(0.33, 1.97)","(1.51, -0.21)","(1.49, -0.17)"
"(0.33, 1.97)","(1.59, -0.13)","(1.49, -0.17)"
"(0.33, 1.97)","(1.58, -0.21)","(1.49, -0.17)"
"(0.33, 1.97)","(1.39, -0.24)","(1.49, -0.17)"
"(0.33, 1.97)","(1.4, -0.15)","(1.49, -0.17)"
"(0.33, 1.97)","(1.41, -0.09)","(1.49, -0.17)"
"(0.33, 1.97)","(1.53, -0.16)","(1.49, -0.17)"
"(0.33, 1.97)","(1.42, -0.1)","(1.49, -0.17)"
"(0.33, 1.97)","(1.53, -0.19)","(1.49, -0.17)"
"(0.33, 1.97)","(1.39, -0.2)","(1.49, -0.17)"
"(0.33, 1.97)","(1.51, -0.13)","(1.49, -0.17)"
"(0.0, 1.99)","(1.53, 0.19)","(1.49, 0.17)"
"(0.0, 1.99)","(1.44, 0.11)","(1.49, 0.17)"
"(0.0, 1.99)","(1.49, 0.22)","(1.49, 0.17)"
"(0.0, 1.99)","(1.48, 0.15)","(1.49, 0.17)"
"(0.0, 1.99)","(1.48, 0.17)","(1.49, 0.17)"
"(0.0, 1.99)","(1.46, 0.15)","(1.49, 0.17)"
"(0.0, 1.99)","(1.55, 0.2)","(1.49, 0.17)"
"(0.0, 1.99)","(1.57, 0.11)","(1.49, 0.17)"
"(0.0, 1.99)","(1.44, 0.15)","(1.49, 0.17)"
"(0.0, 1.99)","(1.58, 0.14)","(1.49, 0.17)"
"(0.0, 1.99)","(1.4, 0.13)","(1.49, 0.17)"
"(0.0, 1.99)","(1.44, 0.18)","(1.49, 0.17)"
"(0.0, 1.99)","(1.53, 0.2)","(1.49, 0.17)"
"(0.0, 1.99)","(1.53, 0.12)","(1.49, 0.17)"
"(0.0, 1.99)","(1.51, 0.18)","(1.49, 0.17)"
"(0.0, 1.99)","(1.41, 0.12)","(1.49, 0.17)"
"(0.0, 1.99)","(1.48, 0.25)","(1.49, 0.17)"
"(0.0, 1.99)","(1.57, 0.1)","(1.49, 0.17)"
"(0.0, 1.99)","(1.41, 0.12)","(1.49, 0.17)"
"(0.0, 1.99)","(1.53, 0.2)","(1.49, 0.17)"
"(-0.32, 1.91)","(1.55, 0.58)","(1.49, 0.5)"
"(-0.32, 1.91)","(1.46, 0.54)","(1.49, 0.5)"
"(-0.32, 1.91)","(1.5, 0.48)","(1.49, 0.5)"
"(-0.32, 1.91)","(1.45, 0.42)","(1.49, 0.5)"
"(-0.32, 1.91)","(1.58, 0.47)","(1.49, 0.5)"
"(-0.32, 1.91)","(1.51, 0.41)","(1.49, 0.5)"
"(-0.32, 1.91)","(1.54, 0.59)","(1.49, 0.5)"
"(-0.32, 1.91)","(1.53, 0.5)","(1.49, 0.5)"
"(-0.32, 1.91)","(1.45, 0.56)","(1.49, 0.5)"
"(-0.32, 1.91)","(1.57, 0.52)","(1.49, 0.5)"
"(-0.32, 1.91)","(1.44, 0.41)","(1.49, 0.5)"
"(-0.32, 1.91)","(1.48, 0.48)","(1.49, 0.5)"
"(-0.32, 1.91)","(1.44, 0.59)","(1.49, 0.5)"
"(-0.32, 1.91)","(1.4, 0.42)","(1.49, 0.5)"
"(-0.32, 1.91)","(1.53, 0.58)","(1.49, 0.5)"
"(-0.32, 1.91)","(1.41, 0.49)","(1.49, 0.5)"
"(-0.32, 1.91)","(1.42, 0.53)","(1.49, 0.5)"
"(-0.32, 1.91)","(1.54, 0.45)","(1.49, 0.5)"
"(-0.32, 1.91)","(1.46, 0.55)","(1.49, 0.5)"
"(-0.32, 1.91)","(1.47, 0.51)","(1.49, 0.5)"
"(-0.59, 1.73)","(1.54, 0.76)","(1.49, 0.83)"
"(-0.59, 1.73)","(1.51, 0.78)","(1.49, 0.83)"
"(-0.59, 1.73)","(1.52, 0.81)","(1.49, 0.83)"
"(-0.59, 1.73)","(1.47, 0.77)","(1.49, 0.83)"
"(-0.59, 1.73)","(1.47, 0.9)","(1.49, 0.83)"
"(-0.59, 1.73)","(1.51, 0.88)","(1.49, 0.83)"
"(-0.59, 1.73)","(1.48, 0.92)","(1.49, 0.83)"
"(-0.59, 1.73)","(1.53, 0.76)","(1.49, 0.83)"
"(-0.59, 1.73)","(1.56, 0.91)","(1.49, 0.83)"
"(-0.59, 1.73)","(1.45, 0.92)","(1.49, 0.83)"
"(-0.59, 1.73)","(1.43, 0.84)","(1.49, 0.83)"
"(-0.59, 1.73)","(1.39, 0.84)","(1.49, 0.83)"
"(-0.59, 1.73)","(1.47, 0.92)","(1.49, 0.83)"
"(-0.59, 1.73)","(1.5, 0.75)","(1.49, 0.83)"
"(-0.59, 1.73)","(1.41, 0.77)","(1.49, 0.83)"
"(-0.59, 1.73)","(1.44, 0.89)","(1.49, 0.83)"
"(-0.59, 1.73)","(1.48, 0.89)","(1.49, 0.83)"
"(-0.59, 1.73)","(1.55, 0.79)","(1.49, 0.83)"
"(-0.59, 1.73)","(1.58, 0.86)","(1.49, 0.83)"
"(-0.59, 1.73)","(1.41, 0.78)","(1.49, 0.83)"
"(-0.8, 1.47)","(1.57, 1.09)","(1.49, 1.16)"
"(-0.8, 1.47)","(1.42, 1.12)","(1.49, 1.16)"
"(-0.8, 1.47)","(1.5, 1.19)","(1.49, 1.16)"
"(-0.8, 1.47)","(1.49, 1.08)","(1.49, 1.16)"
"(-0.8, 1.47)","(1.52, 1.13)","(1.49, 1.16)"
"(-0.8, 1.47)","(1.49, 1.25)","(1.49, 1.16)"
"(-0.8, 1.47)","(1.4, 1.1)","(1.49, 1.16)"
"(-0.8, 1.47)","(1.57, 1.21)","(1.49, 1.16)"
"(-0.8, 1.47)","(1.52, 1.2)","(1.49, 1.16)"
"(-0.8, 1.47)","(1.47, 1.15)","(1.49, 1.16)"
"(-0.8, 1.47)","(1.57, 1.21)","(1.49, 1.16)"
"(-0.8, 1.47)","(1.44, 1.12)","(1.49, 1.16)"
"(-0.8, 1.47)","(1.54, 1.21)","(1.49, 1.16)"
"(-0.8, 1.47)","(1.57, 1.24)","(1.49, 1.16)"
"(-0.8, 1.47)","(1.52, 1.13)","(1.49, 1.16)"
"(-0.8, 1.47)","(1.43, 1.24)","(1.49, 1.16)"
"(-0.8, 1.47)","(1.47, 1.11)","(1.49, 1.16)"
"(-0.8, 1.47)","(1.49, 1.14)","(1.49, 1.16)"
"(-0.8, 1.47)","(1.49, 1.12)","(1.49, 1.16)"
"(-0.8, 1.47)","(1.45, 1.11)","(1.49, 1.16)"
"(-0.9, 1.16)","(1.43, 1.42)","(1.49, 1.49)"
"(-0.9, 1.16)","(1.4, 1.39)","(1.49, 1.49)"
"(-0.9, 1.16)","(1.58, 1.53)","(1.49, 1.49)"
"(-0.9, 1.16)","(1.41, 1.5)","(1.49, 1.49)"
"(-0.9, 1.16)","(1.39, 1.56)","(1.49, 1.49)"
"(-0.9, 1.16)","(1.44, 1.43)","(1.49, 1.49)"
"(-0.9, 1.16)","(1.43, 1.41)","(1.49, 1.49)"
"(-0.9, 1.16)","(1.47, 1.49)","(1.49, 1.49)"
"(-0.9, 1.16)","(1.47, 1.41)","(1.49, 1.49)"
"(-0.9, 1.16)","(1.49, 1.57)","(1.49, 1.49)"
"(-0.9, 1.16)","(1.46, 1.49)","(1.49, 1.49)"
"(-0.9, 1.16)","(1.44, 1.46)","(1.49, 1.49)"
"(-0.9, 1.16)","(1.52, 1.43)","(1.49, 1.49)"
"(-0.9, 1.16)","(1.52, 1.49)","(1.49, 1.49)"
"(-0.9, 1.16)","(1.4, 1.4)","(1.49, 1.49)"
"(-0.9, 1.16)","(1.46, 1.57)","(1.49, 1.49)"
"(-0.9, 1.16)","(1.39, 1.54)","(1.49, 1.49)"
"(-0.9, 1.16)","(1.4, 1.54)","(1.49, 1.49)"
"(-0.9, 1.16)","(1.47, 1.53)","(1.49, 1.49)"
"(-0.9, 1.16)","(1.47, 1.45)","(1.49, 1.49)"
"(-0.9, 0.83)","(1.56, 1.91)","(1.49, 1.82)"
"(-0.9, 0.83)","(1.39, 1.75)","(1.49, 1.82)"
"(-0.9, 0.83)","(1.41, 1.72)","(1.49, 1.82)"
"(-0.9, 0.83)","(1.49, 1.86)","(1.49, 1.82)"
"(-0.9, 0.83)","(1.49, 1.85)","(1.49, 1.82)"
"(-0.9, 0.83)","(1.47, 1.74)","(1.49, 1.82)"
"(-0.9, 0.83)","(1.57, 1.82)","(1.49, 1.82)"
"(-0.9, 0.83)","(1.5, 1.77)","(1.49, 1.82)"
"(-0.9, 0.83)","(1.44, 1.91)","(1.49, 1.82)"
"(-0.9, 0.83)","(1.48, 1.8)","(1.49, 1.82)"
"(-0.9, 0.83)","(1.4, 1.9)","(1.49, 1.82)"
"(-0.9, 0.83)","(1.54, 1.87)","(1.49, 1.82)"
"(-0.9, 0.83)","(1.42, 1.84)","(1.49, 1.82)"
"(-0.9, 0.83)","(1.48, 1.77)","(1.49, 1.82)"
"(-0.9, 0.83)","(1.46, 1.72)","(1.49, 1.82)"
"(-0.9, 0.83)","(1.39, 1.72)","(1.49, 1.82)"
"(-0.9, 0.83)","(1.56, 1.83)","(1.49, 1.82)"
"(-0.9, 0.83)","(1.58, 1.83)","(1.49, 1.82)"
"(-0.9, 0.83)","(1.56, 1.86)","(1.49, 1.82)"
"(-0.9, 0.83)","(1.51, 1.76)","(1.49, 1.82)"
"(-0.8, 0.52)","(1.44, 2.09)","(1.49, 2.15)"
"(-0.8, 0.52)","(1.41, 2.06)","(1.49, 2.15)"
"(-0.8, 0.52)","(1.54, 2.11)","(1.49, 2.15)"
"(-0.8, 0.52)","(1.4, 2.15)","(1.49, 2.15)"
"(-0.8, 0.52)","(1.5, 2.15)","(1.49, 2.15)"
"(-0.8, 0.52)","(1.43, 2.06)","(1.49, 2.15)"
"(-0.8, 0.52)","(1.42, 2.15)","(1.49, 2.15)"
"(-0.8, 0.52)","(1.4, 2.16)","(1.49, 2.15)"
"(-0.8, 0.52)","(1.44, 2.1)","(1.49, 2.15)"
"(-0.8, 0.52)","(1.59, 2.08)","(1.49, 2.15)"
"(-0.8, 0.52)","(1.49, 2.16)","(1.49, 2.15)"
"(-0.8, 0.52)","(1.45, 2.18)","(1.49, 2.15)"
"(-0.8, 0.52)","(1.47, 2.05)","(1.49, 2.15)"
"(-0.8, 0.52)","(1.58, 2.11)","(1.49, 2.15)"
"(-0.8, 0.52)","(1.49, 2.13)","(1.49, 2.15)"
"(-0.8, 0.52)","(1.4, 2.23)","(1.49, 2.15)"
"(-0.8, 0.52)","(1.42, 2.22)","(1.49, 2.15)"
"(-0.8, 0.52)","(1.5, 2.21)","(1.49, 2.15)"
"(-0.8, 0.52)","(1.4, 2.22)","(1.49, 2.15)"
"(-0.8, 0.52)","(1.57, 2.23)","(1.49, 2.15)"
"(-0.59, 0.26)","(1.45, 2.54)","(1.49, 2.48)"
"(-0.59, 0.26)","(1.49, 2.46)","(1.49, 2.48)"
"(-0.59, 0.26)","(1.52, 2.39)","(1.49, 2.48)"
"(-0.59, 0.26)","(1.53, 2.56)","(1.49, 2.48)"
"(-0.59, 0.26)","(1.52, 2.45)","(1.49, 2.48)"
"(-0.59, 0.26)","(1.52, 2.43)","(1.49, 2.48)"
"(-0.59, 0.26)","(1.46, 2.55)","(1.49, 2.48)"
"(-0.59, 0.26)","(1.58, 2.47)","(1.49, 2.48)"
"(-0.59, 0.26)","(1.48, 2.47)","(1.49, 2.48)"
"(-0.59, 0.26)","(1.43, 2.49)","(1.49, 2.48)"
"(-0.59, 0.26)","(1.47, 2.46)","(1.49, 2.48)"
"(-0.59, 0.26)","(1.5, 2.5)","(1.49, 2.48)"
"(-0.59, 0.26)","(1.41, 2.38)","(1.49, 2.48)"
"(-0.59, 0.26)","(1.46, 2.55)","(1.49, 2.48)"
"(-0.59, 0.26)","(1.54, 2.56)","(1.49, 2.48)"
"(-0.59, 0.26)","(1.55, 2.43)","(1.49, 2.48)"
"(-0.59, 0.26)","(1.44, 2.47)","(1.49, 2.48)"
"(-0.59, 0.26)","(1.42, 2.48)","(1.49, 2.48)"
"(-0.59, 0.26)","(1.51, 2.53)","(1.49, 2.48)"
"(-0.59, 0.26)","(1.42, 2.49)","(1.49, 2.48)"
"(-0.32, 0.08)","(1.42, 2.79)","(1.49, 2.81)"
"(-0.32, 0.08)","(1.58, 2.72)","(1.49, 2.81)"
"(-0.32, 0.08)","(1.45, 2.76)","(1.49, 2.81)"
"(-0.32, 0.08)","(1.43, 2.76)","(1.49, 2.81)"
"(-0.32, 0.08)","(1.49, 2.74)","(1.49, 2.81)"
"(-0.32, 0.08)","(1.59, 2.87)","(1.49, 2.81)"
"(-0.32, 0.08)","(1.57, 2.82)","(1.49, 2.81)"
"(-0.32, 0.08)","(1.55, 2.9)","(1.49, 2.81)"
"(-0.32, 0.08)","(1.5, 2.88)","(1.49, 2.81)"
"(-0.32, 0.08)","(1.43, 2.79)","(1.49, 2.81)"
"(-0.32, 0.08)","(1.5, 2.84)","(1.49, 2.81)"
"(-0.32, 0.08)","(1.49, 2.78)","(1.49, 2.81)"
"(-0.32, 0.08)","(1.58, 2.74)","(1.49, 2.81)"
"(-0.32, 0.08)","(1.41, 2.88)","(1.49, 2.81)"
"(-0.32, 0.08)","(1.58, 2.74)","(1.49, 2.81)"
"(-0.32, 0.08)","(1.45, 2.8)","(1.49, 2.81)"
"(-0.32, 0.08)","(1.55, 2.77)","(1.49, 2.81)"
"(-0.32, 0.08)","(1.57, 2.9)","(1.49, 2.81)"
"(-0.32, 0.08)","(1.59, 2.76)","(1.49, 2.81)"
"(-0.32, 0.08)","(1.59, 2.78)","(1.49, 2.81)"
"(-0.0, 0.0)","(1.4, 3.07)","(1.49, 3.14)"
"(-0.0, 0.0)","(1.43, 3.15)","(1.49, 3.14)"
"(-0.0, 0.0)","(1.54, 3.13)","(1.49, 3.14)"
"(-0.0, 0.0)","(1.39, 3.05)","(1.49, 3.14)"
"(-0.0, 0.0)","(1.55, 3.23)","(1.49, 3.14)"
"(-0.0, 0.0)","(1.43, 3.15)","(1.49, 3.14)"
"(-0.0, 0.0)","(1.44, 3.18)","(1.49, 3.14)"
"(-0.0, 0.0)","(1.47, 3.18)","(1.49, 3.14)"
"(-0.0, 0.0)","(1.44, 3.14)","(1.49, 3.14)"
"(-0.0, 0.0)","(1.51, 3.16)","(1.49, 3.14)"
"(-0.0, 0.0)","(1.52, 3.23)","(1.49, 3.14)"
"(-0.0, 0.0)","(1.57, 3.1)","(1.49, 3.14)"
"(-0.0, 0.0)","(1.4, 3.07)","(1.49, 3.14)"
"(-0.0, 0.0)","(1.51, 3.09)","(1.49, 3.14)"
"(-0.0, 0.0)","(1.47, 3.18)","(1.49, 3.14)"
"(-0.0, 0.0)","(1.58, 3.19)","(1.49, 3.14)"
"(-0.0, 0.0)","(1.52, 3.11)","(1.49, 3.14)"
"(-0.0, 0.0)","(1.48, 3.06)","(1.49, 3.14)"
"(-0.0, 0.0)","(1.53, 3.18)","(1.49, 3.14)"
"(-0.0, 0.0)","(1.4, 3.19)","(1.49, 3.14)"
"(0.0, 0.0)","(1.87, -3.14)","(1.82, -3.14)"
"(0.0, 0.0)","(1.78, -3.15)","(1.82, -3.14)"
"(0.0, 0.0)","(1.85, -3.23)","(1.82, -3.14)"
"(0.0, 0.0)","(1.88, -3.11)","(1.82, -3.14)"
